-3241.667763	1800.183175	5328.023121
-2495.926098	1265.850583	4891.986655
-3289.581998	1748.068994	5177.013145
-3242.939947	1949.198962	5154.978526
-2526.306717	1204.046883	4962.986722
-3144.947299	1837.809086	5216.960579
-3258.498339	1908.141012	5201.983069
-3298.769236	1729.0205	5195.013619
-3242.346061	1709.102279	5213.047884
-2419.807443	1190.058602	5037.03058
-3390.335145	1828.93364	4984.037808
-3360.0206	1964.895798	5114.013295
-3411.885957	1944.812947	4465.991862
-3380.468349	1931.011989	5071.012879
-3364.944091	1958.959039	5082.012529
-3414.290238	2058.916383	5081.954782
-3344.397342	2107.144584	5012.975937
-3310.864365	1588.878095	5297.043932
-3307.330545	1568.119551	5270.950811
-3309.361459	1518.101498	5071.961862
-3307.769593	2262.196362	5224.041397
-3433.309112	2166.915805	5102.008328
-3390.448658	2067.890767	5358.964619
-3517.870137	2207.128043	4961.048574
-3326.8578	2174.972366	5243.962306
-3361.43342	2197.016132	5274.03625
-3500.951478	2318.104688	5057.018409
-3463.569428	2349.863161	5089.027134
-3405.752193	2307.080006	5112.973781
-3260.539203	2196.124916	5247.989221
-3275.378751	2285.947934	5357.049616
-3251.335747	2310.043805	5260.953561
-3202.473407	2334.035627	4905.969408
-3407.714229	2501.817414	4954.999181
-3495.907896	2634.021211	5076.998289
-3490.238479	2567.072816	4984.028739
-3100.363403	2385.812118	5301.000632
-3461.303321	2553.92108	4950.049765
-3463.427581	2594.168141	4992.032336
-3024.923137	2385.821865	5392.036802
-2983.296441	2399.783944	5391.951021
-3431.58667	2652.112036	4849.025585
-2744.915933	2399.769215	5543.957797
-2946.649749	2271.028126	5386.015298
-3299.672431	2726.18534	4883.96366
-2950.810739	2572.999936	5433.998501
-2924.808245	2556.981768	5640.016953
-2821.694583	2578.027155	5395.954678
-3298.928017	2776.135148	4842.042526
-3311.568445	2779.904364	4736.034317
-2750.436639	2666.957718	5438.049186
-2642.505017	2746.993027	5495.960581
-2621.330842	2771.122368	5485.958834
-2627.658789	2824.902087	5471.032674
-2755.927104	2732.044368	5127.01914
-2607.879185	2821.901524	5402.042096
-2599.308841	2876.006188	5180.021313
-2712.393984	2869.918406	5695.977161
-2533.788086	2960.806913	5443.00877
-2560.608937	2984.978366	5495.986792
-2513.301613	3084.043721	5451.958304
-2608.52619	2968.83398	5357.974941
-2456.919205	3004.872024	5531.018139
-2763.754215	3101.092462	5532.046328
-2525.914729	3135.202239	5273.027895
-2502.622439	3138.990666	5239.035184
-2480.767473	3152.132757	5279.037215
-2538.631609	3142.855567	5328.019089
-2254.44642	2956.932275	5459.015133
-2233.290257	2936.178126	5464.032176
-2212.867759	2888.772705	5532.9609
-2206.523927	2840.060253	5514.985027
-2200.868142	2817.167214	5463.99715
-2420.689087	3185.84896	4985.0434
-2396.73085	3146.055173	5021.972637
-2809.608271	3260.823876	5643.046577
-2809.546154	3264.140638	5504.044871
-2276.796198	3201.910558	4995.988619
-2826.506675	3267.99418	5576.03543
-2206.89432	3192.89428	4783.017637
-1923.621413	2720.931063	5367.028405
-2076.552141	3024.911397	5115.043395
-2084.299387	3048.19422	5094.029754
-1953.75746	3187.03657	5035.002937
-2030.859023	2651.919959	5357.024369
-1914.994485	3134.129786	5106.040973
-1870.520215	3153.123276	4997.044742
-3293.79021	1601.086118	5030.04965
-1851.458464	3145.041943	4932.954186
-1854.272171	3139.946116	4902.955883
-3402.590994	1475.826239	5240.022974
-3413.844096	1496.145271	5188.012216
-1814.782049	3104.796007	4912.984478
-3448.511921	1458.080344	5344.002467
-1846.5223	3090.822038	4900.982189
-3419.544699	1446.193038	5260.020734
-1605.423204	2712.742701	5173.019645
-3480.881096	1372.077503	5130.004013
-3509.710733	1355.956423	4943.991668
-3535.912238	1331.015458	5104.982519
-1557.487587	2583.168555	5218.985847
-1599.855078	2520.97319	5344.000349
-3562.538386	1385.166622	4812.956115
-3635.908863	1361.05457	4799.020087
-3359.442877	1375.808217	4959.968081
-3533.569582	1261.050988	4648.997993
-3416.654443	1176.798576	4950.977679
-3597.820379	1156.912474	4673.981937
-3292.437453	1158.949838	4845.046153
-3287.506151	1144.127833	4848.951278
-3564.622962	1012.901556	4505.025081
-3455.663957	1362.119475	4154.019676
-3476.957776	1387.164958	4413.002753
-1054.495176	2597.023113	5093.982897
-3472.649353	1405.766181	4286.00099
-3574.802711	1528.982879	4134.01629
-3360.009926	879.0018436	4361.955658
-3335.941305	803.1738495	4151.978269
-3276.735171	763.7847665	4225.013771
-3240.701395	798.9050766	4139.027823
-975.4519291	2796.000211	4986.011182
-3735.95165	1336.904929	4552.967451
-3174.637006	649.882992	4535.97792
-3163.486982	649.0607168	4813.98357
-3641.610649	1600.910274	3824.960556
-3501.007002	525.0360088	3950.01906
-3665.709557	1589.113619	4021.049869
-3106.728946	488.0711628	4056.025962
-3436.897337	513.1695803	4100.954764
-3118.802208	419.9149178	4175.024716
-3343.49027	820.9093534	3760.972001
-3608.461038	1718.198628	3907.048871
-3483.478354	1635.934835	3602.039782
-3534.980631	1652.051481	3638.007331
-3089.619851	366.9461298	3606.042348
-2908.974227	584.0813317	3622.010826
-3791.384002	362.108331	3393.9647
-784.3297323	2949.043812	5394.968428
-609.3826862	2938.003001	5357.992611
-2245.866924	588.9737375	3537.977852
-2189.398917	687.177849	3496.987597
-2929.438295	548.1000544	3614.004678
-1841.598155	3123.037568	4968.967884
-2453.618859	2362.898289	5688.990007
-2274.404537	2242.952611	5556.999614
-2341.707387	2261.196221	4411.968697
-2528.876464	2344.064237	5093.967551
-2293.35957	2039.124015	5159.961791
-2303.886662	2336.002698	5207.955515
-2125.4784	2400.048822	3339.993512
-2538.77691	2264.880046	5101.992315
-2540.798366	2307.151911	4891.976288
-2490.951918	1663.101043	5067.997244
-2031.427437	2645.810268	4922.026673
-2483.336569	1517.91372	5343.036543
-1955.934553	2694.060704	4902.02997
-1915.01012	2725.803834	4883.028839
-1836.704362	2760.932951	4877.036674
-2752.94963	2396.005016	4538.955595
-3050.39834	1775.082752	5145.024217
-1672.371175	2647.838247	4876.029789
-1684.309832	2017.957346	4250.957831
-1983.416357	1899.88912	4276.008446
-2883.97098	2763.948707	4395.048315
-3213.996763	1842.017311	5045.025074
-2797.413497	2417.217676	4612.028366
-1752.602326	2406.166966	4047.004361
-1383.887536	1909.154833	4465.963477
-1437.396798	2454.936259	4385.964594
-1362.715842	1901.938169	4414.970186
-1357.760137	2471.142181	4713.975769
-1807.726369	1744.803704	3989.004891
-1054.489611	2399.197569	4926.960483
-2431.948666	2015.963704	4128.017414
-1825.396407	1473.817944	3932.968341
-974.7478182	2109.832697	4531.975592
-1067.845283	2344.031292	4607.978809
-950.7641696	2668.076562	4904.969746
-1950.633126	2756.234006	3753.00479
-870.346228	2596.89622	4829.01066
-855.5198277	2205.918427	4465.960062
-831.5416074	2181.786825	4483.971554
-869.6487985	2671.893793	4937.979701
-1774.649469	1234.162292	3914.033664
-831.5600221	2716.798068	4985.965754
-1752.75057	1159.186855	3746.953956
-1846.595994	1055.05841	3784.045504
-1651.80838	1317.053641	3566.950106
-474.6136885	2617.979651	4680.043652
-547.2827994	2214.834362	4599.99081
-498.6113887	2183.914628	4583.005485
-1856.509486	878.0865638	3795.969677
-1835.343396	826.8462578	3746.982659
-403.3791417	2531.193196	4738.983585
-1875.560291	830.2456357	3780.970538
-1892.543225	730.7663113	3893.977745
-1402.827812	1164.161076	3484.039457
-1845.934812	776.0425246	3748.986011
-418.9066913	2255.934965	4693.986076
-1108.004493	1142.114324	3525.001297
-1921.422521	618.9750768	3675.980978
-2475.957708	2299.987616	5035.004357
-2637.259799	2475.166586	4568.974084
-2705.686479	2539.148413	4627.020359
-2719.799939	2534.075514	4638.016392
-1188.534735	2431.864096	5042.024658
-1681.519962	2026.888778	4376.955736
-284.9011507	2514.050336	5302.996811
-214.3425168	2512.184683	4873.00027
-113.4755717	2580.906348	5175.975368
-140.2784268	2496.977617	4972.008321
-129.6986442	2541.055906	5066.991095
-205.8779551	2561.744981	4911.980783
